component_type,slug,cve_id,template_id,title,affected_range,fixed_version,fixed_version_key,severity,cvss_score,reference
wp_theme,astra,,functions-php-disclosure,functions.php Full Path Disclosure,,,,low,,
wp_theme,astra-child,,functions-php-disclosure,functions.php Full Path Disclosure,,,,low,,
wp_theme,avada,,functions-php-disclosure,functions.php Full Path Disclosure,,,,low,,
wp_theme,blocksy,,functions-php-disclosure,functions.php Full Path Disclosure,,,,low,,
wp_theme,divi,,functions-php-disclosure,functions.php Full Path Disclosure,,,,low,,
wp_theme,generatepress,,functions-php-disclosure,functions.php Full Path Disclosure,,,,low,,
wp_theme,generatepress-child,,functions-php-disclosure,functions.php Full Path Disclosure,,,,low,,
wp_theme,hello-elementor,,functions-php-disclosure,functions.php Full Path Disclosure,,,,low,,
wp_theme,kadence,,functions-php-disclosure,functions.php Full Path Disclosure,,,,low,,
wp_theme,neve,,functions-php-disclosure,functions.php Full Path Disclosure,,,,low,,
wp_theme,oceanwp,,functions-php-disclosure,functions.php Full Path Disclosure,,,,low,,
wp_theme,storefront,,functions-php-disclosure,functions.php Full Path Disclosure,,,,low,,
wp_theme,twentyeighteen,,functions-php-disclosure,functions.php Full Path Disclosure,,,,low,,
wp_theme,twentyfifteen,,functions-php-disclosure,functions.php Full Path Disclosure,,,,low,,
wp_theme,twentyfourteen,,functions-php-disclosure,functions.php Full Path Disclosure,,,,low,,
wp_theme,twentynineteen,,functions-php-disclosure,functions.php Full Path Disclosure,,,,low,,
wp_theme,twentyseventeen,,functions-php-disclosure,functions.php Full Path Disclosure,,,,low,,
wp_theme,twentysixteen,,functions-php-disclosure,functions.php Full Path Disclosure,,,,low,,
wp_theme,twentythirteen,,functions-php-disclosure,functions.php Full Path Disclosure,,,,low,,
wp_theme,twentytwenty,,functions-php-disclosure,functions.php Full Path Disclosure,,,,low,,
wp_theme,twentytwenty-child,,functions-php-disclosure,functions.php Full Path Disclosure,,,,low,,
wp_theme,twentytwentyfour,,functions-php-disclosure,functions.php Full Path Disclosure,,,,low,,
wp_theme,twentytwentyone,,functions-php-disclosure,functions.php Full Path Disclosure,,,,low,,
wp_theme,twentytwentythree,,functions-php-disclosure,functions.php Full Path Disclosure,,,,low,,
wp_theme,twentytwentytwo,,functions-php-disclosure,functions.php Full Path Disclosure,,,,low,,
wp_plugin,qwiz-online-quizzes-and-flashcards,,wp-qwiz-online-xss,Qwiz Online Quizzes And Flashcards <= 3.36 - Cross-Site Scripting,< 3.36,3.36,00003.00036,medium,,https://wpscan.com/vulnerability/d3c10f69-87b6-43fd-bcbc-c2d35b683ff4
wp_plugin,wordpress,,aspose-pdf-file-download,WordPress Aspose PDF Exporter - Local File Inclusion,,,,high,7.5,https://packetstormsecurity.com/files/131161
wp_plugin,nextgen-gallery,,wp-nextgen-xss,WordPress NextGEN Gallery 1.9.10 - Cross-Site Scripting,,,,high,7.2,https://www.exploit-db.com/exploits/38178
wp_plugin,tutor,,wp-tutor-lfi,WordPress tutor 1.5.3 - Local File Inclusion,,,,high,7.5,https://www.exploit-db.com/exploits/48058
wp_plugin,flagem,,wp-flagem-xss,WordPress FlagEm - Cross-Site Scripting,,,,high,7.2,https://www.exploit-db.com/exploits/38674
wp_theme,churchope,,churchope-lfi,WordPress ChurcHope Theme <= 2.1 - Local File Inclusion,< 2.1,2.1,00002.00001,high,,https://wpscan.com/vulnerability/3c5833bd-1fe0-4eba-97aa-7d3a0c8fda15
wp_plugin,super-forms,,wordpress-super-forms,WordPress super-forms Plugin Directory Listing,,,,low,,https://www.exploit-db.com/ghdb/6776
wp_plugin,under-construction-maintenance-mode,,wp-under-construction-ssrf,"Under Construction, Coming Soon & Maintenance Mode < 1.1.2 - Server Side Request Forgery (SSRF)",< 1.1.2,1.1.2,00001.00001.00002,high,,https://wpscan.com/vulnerability/24784c84-3efd-4166-81c1-e5a266562cfc
wp_plugin,1-flash-gallery,,wp-plugin-1-flashgallery-listing,WordPress 1 flash gallery listing,,,,info,,https://www.exploit-db.com/ghdb/6978
wp_plugin,slideshow-jquery-image-gallery,,wp-slideshow-xss,WordPress Slideshow - Cross-Site Scripting,,,,high,7.2,https://www.exploit-db.com/exploits/37948
wp_plugin,google-mp3-audio-player,,wp-googlemp3-lfi,WordPress Plugin CodeArt Google MP3 Player - File Disclosure Download,,,,critical,,https://www.exploit-db.com/exploits/35460
wp_plugin,music-store,,music-store-open-redirect,WordPress eCommerce Music Store <=1.0.14 - Open Redirect,< 1.0.14,1.0.14,00001.00000.00014,medium,6.1,https://wpscan.com/vulnerability/d73f6575-eb86-480c-bde1-f8765870cdd1
wp_plugin,123contactform-for-wordpress,,wp-123contactform-plugin-listing,WordPress 123ContactForm Plugin Directory Listing,,,,info,,https://blog.sucuri.net/2021/01/critical-vulnerabilities-in-123contactform-for-wordpress-wordpress-plugin.html
wp_plugin,wordfence,,wordpress-wordfence-xss,WordPress Wordfence 7.4.6 - Cross0Site Scripting,,,,medium,5.4,
wp_plugin,tinymce-thumbnail-gallery,,wp-tinymce-lfi,Tinymce Thumbnail Gallery <=1.0.7 - Local File Inclusion,< 1.0.7,1.0.7,00001.00000.00007,high,7.5,https://wpscan.com/vulnerability/4a49b023-c1c9-4cc4-a2fd-af5f911bb400
wp_plugin,sfwd-lms,,wp-sfwd-lms-listing,WordPress Plugin Sfwd-lms Listing,,,,info,,https://www.exploit-db.com/ghdb/6426
wp_plugin,amministrazione-aperta,,amministrazione-aperta-lfi,WordPress Amministrazione Aperta 3.7.3 - Local File Inclusion,,,,high,7.5,https://www.exploit-db.com/exploits/50838
wp_plugin,socialfit,,wp-socialfit-xss,WordPress SocialFit - Cross-Site Scripting,,,,high,7.2,https://www.exploit-db.com/exploits/37481
wp_theme,altair,,wp-altair-listing,Altair WordPress theme v4.8 - Directory Listing,,,,info,,
wp_theme,grimag,,wp-grimag-open-redirect,WordPress Grimag <1.1.1 - Open Redirection,< 1.1.1,1.1.1,00001.00001.00001,medium,6.1,https://wpscan.com/vulnerability/db319d4c-7de6-4d36-90e9-86de82e9c03a
wp_theme,oxygen-theme,,wp-oxygen-theme-lfi,WordPress Oxygen-Theme - Local File Inclusion,,,,high,7.5,https://cxsecurity.com/issue/WLB-2019030178
wp_plugin,w3-total-cache,,w3c-total-cache-ssrf,Wordpress W3C Total Cache <= 0.9.4 - Server Side Request Forgery (SSRF),< 0.9.4,0.9.4,00000.00009.00004,medium,,https://wpvulndb.com/vulnerabilities/8644
wp_plugin,ninja-tables,,wp-ninja-tables-lfi,Ninja Tables <4.1.9 - Unauthenticated Arbitrary File Read,< 4.1.9,4.1.9,00004.00001.00009,high,,https://xbow.com/blog/xbow-ninja-tables/
wp_plugin,knews,,wp-knews-xss,WordPress Knews Multilingual Newsletters 1.1.0 - Cross-Site Scripting,,,,high,7.2,http://web.archive.org/web/20210213220043/https://www.securityfocus.com/bid/54330/info
wp_plugin,superstorefinder-wp,,wp-superstorefinder-misconfig,Superstorefinder WP-plugin - Security Misconfigurations,,,,medium,,https://cxsecurity.com/issue/WLB-2021010145
wp_theme,weekender,,weekender-newspaper-open-redirect,WordPress Weekender Newspaper 9.0 - Open Redirect,,,,medium,6.1,https://cxsecurity.com/issue/WLB-2020040103
wp_plugin,mstore-api,,wp-mstore-plugin-listing,Wordpress Plugin MStore API,,,,low,,
wp_plugin,wp-ticket,,wordpress-zebra-form-xss,Zebra_Form PHP Library <= 2.9.8 - Cross-Site Scripting,< 2.9.8,2.9.8,00002.00009.00008,medium,5.4,https://blog.wpscan.com/2021/02/15/zebra-form-xss-wordpress-vulnerability-affects-multiple-plugins.html
wp_plugin,caldera-forms,,wp-caldera-forms-xss,Caldera Forms <= 1.5.4 - Cross-Site Scripting,< 1.5.4,1.5.4,00001.00005.00004,medium,,https://wpscan.com/vulnerability/c70219da-eab2-4d0b-ac5a-77f6d565ef31
wp_plugin,wp-hide-security-enhancer,,hide-security-enhancer-lfi,WordPress Hide Security Enhancer 1.3.9.2 Local File Inclusion,,,,high,8.6,https://secupress.me/blog/arbitrary-file-download-vulnerability-in-wp-hide-security-enhancer-1-3-9-2/
wp_plugin,issuu-panel,,issuu-panel-lfi,Wordpress Plugin Issuu Panel Remote/Local File Inclusion,,,,high,8.6,https://cxsecurity.com/issue/WLB-2016030131
wp_plugin,gallery-plugin,,wp-gallery-file-upload,WordPress Plugin Gallery 3.06 - Arbitrary File Upload,,,,high,,https://www.exploit-db.com/exploits/18998
wp_plugin,wp-autosuggest,,wp-autosuggest-sql-injection,WP AutoSuggest 0.24 - SQL Injection,,,,critical,,https://wpscan.com/vulnerability/9188
wp_plugin,blogroll-fun,,wp-blogroll-fun-xss,WordPress Blogroll Fun-Show Last Post and Last Update Time 0.8.4 - Cross-Site Scripting,,,,high,7.2,https://codevigilant.com/disclosure/wp-plugin-blogroll-fun-a3-cross-site-scripting-xss/
wp_plugin,instagram-feed,,wp-instagram-feed-xss,Instagram Feed < 1.6 - Cross-Site Scripting,< 1.6,1.6,00001.00006,medium,,https://dumpco.re/blog/xss-instagram-feed
wp_plugin,arforms,,wp-arforms-listing,WordPress Plugin Arforms Listing,,,,info,,https://www.exploit-db.com/ghdb/6424
wp_plugin,aspose-importer-exporter,,aspose-ie-file-download,WordPress Aspose Importer & Exporter 1.0 - Local File Inclusion,,,,high,,https://packetstormsecurity.com/files/131162/
wp_plugin,easy-wp-smtp,CVE-2020-35234,wp-easy-wp-smtp-log-exposure,WordPress Easy WP SMTP - Log Exposure,,,,medium,7.5,https://blog.nintechnet.com/wordpress-easy-wp-smtp-plugin-fixed-zero-day-vulnerability/
wp_plugin,bbpress,,wordpress-bbpress-plugin-listing,WordPress bbPress Plugin Directory Listing,,,,info,,https://www.exploit-db.com/ghdb/6158
wp_plugin,easy-media-gallery-pro,,easy-media-gallery-pro-listing,WordPress Plugin Media Gallery Pro Listing,,,,info,,https://www.exploit-db.com/ghdb/6455
wp_plugin,iwp-client,,wp-iwp-client-listing,WordPress Plugin Iwp-client Listing,,,,info,,https://www.exploit-db.com/ghdb/6427
wp_plugin,ellipsis-human-presence-technology,,wp-ellipsis-xss,Ellipsis Human Presence Technology <= 2.0.8 - Cross Site Scripting,< 2.0.8,2.0.8,00002.00000.00008,medium,,https://wpscan.com/vulnerability/c0a138d8-93ac-463c-b650-d849352c0b44
wp_theme,attitude,,attitude-theme-open-redirect,WordPress Attitude 1.1.1 - Open Redirect,,,,medium,6.1,https://cxsecurity.com/issue/WLB-2020030185
wp_plugin,adaptive-images,,wp-adaptive-xss,WordPress Adaptive Images < 0.6.69 - Cross-Site Scripting,< 0.6.69,0.6.69,00000.00006.00069,high,7.2,https://wpscan.com/vulnerability/eef137af-408c-481c-8493-afe6ee2105d0
wp_plugin,portrait-archiv-shop,,wp-portrait-archiv-xss,WordPress Portrait-Archiv.com Photostore 5.0.4 - Reflected Cross Site Scripting,,,,medium,,https://wpscan.com/vulnerability/c6a8757e-41ef-4c20-8c7d-97b57d56fe0e
wp_plugin,lifterlms,,wordpress-plugins-lifterlms,WordPress Plugin lifterlms Listing,,,,info,,https://www.exploit-db.com/ghdb/6420
wp_plugin,social-warfare,,wp-social-warfare-rce,Social Warfare <= 3.5.2 - Remote Code Execution,< 3.5.2,3.5.2,00003.00005.00002,critical,,https://wpscan.com/vulnerability/9259
wp_plugin,jetpack,,wp-jetpack-ssrf,Wordpress Jetpack plugin - Server Side Request Forgery,,,,medium,,
wp_plugin,custom-tables,,wp-custom-tables-xss,WordPress Custom Tables 3.4.4 - Cross-Site Scripting,,,,high,7.2,https://wpscan.com/vulnerability/211a4286-4747-4b62-acc3-fd9a57b06252
wp_plugin,wp-statistics,,wp-statistics-sqli,WordPress WP Statistics Plugin 13.0.7 - SQL Injection,,,,high,,https://www.exploit-db.com/exploits/49894
wp_plugin,wp-live-chat-software-for-wordpress,,wp-livechat-stored-xss,WordPress LiveChat < 3.7.6 - Unauthenticated Stored XSS,< 3.7.6,3.7.6,00003.00007.00006,high,,https://wpscan.com/plugin/wp-live-chat-software-for-wordpress/
wp_plugin,knr-author-list-widget,,knr-widget-xss,KNR Author List Widget - Cross-site Scripting,,,,medium,6.1,https://wordpress.org/plugins/knr-author-list-widget/
wp_plugin,hb-audio-gallery-lite,,hb-audio-lfi,Wordpress HB Audio Gallery Lite - Local File Inclusion,,,,high,7.5,https://packetstormsecurity.com/files/136340/WordPress-HB-Audio-Gallery-Lite-1.0.0-Arbitrary-File-Download.html
wp_plugin,wp-vr-view,,wp-vr-view-xss,WP VR-View Plugin - Cross-Site Scripting,,,,high,,https://blog.mindedsecurity.com/2018/04/dom-based-cross-site-scripting-in.html
wp_plugin,cherry-plugin,,cherry-file-download,Cherry Plugin < 1.2.7 - Arbitrary File Retrieval and File Upload,< 1.2.7,1.2.7,00001.00002.00007,high,8.6,https://wpscan.com/vulnerability/90034817-dee7-40c9-80a2-1f1cd1d033ee
wp_plugin,elementor,,wordpress-elementor-plugin-listing,WordPress Elementor Plugin Directory Listing,,,,info,,https://www.exploit-db.com/ghdb/6297
wp_plugin,athlon-manage-calameo-publications,,calameo-publications-xss,WordPress Manage Calameo Publications 1.1.0 - Cross-Site Scripting,,,,medium,5.4,https://codevigilant.com/disclosure/wp-plugin-athlon-manage-calameo-publications-a3-cross-site-scripting-xss/
wp_plugin,ait-csv-import-export,,ait-csv-import-export-rce,WordPress AIT CSV Import Export - Unauthenticated Remote Code Execution,,,,critical,9.8,https://wpscan.com/vulnerability/10471
wp_plugin,redirection,,wordpress-redirection-plugin-listing,WordPress Redirection Plugin Directory Listing,,,,info,,https://www.exploit-db.com/ghdb/6436
wp_theme,eatery,,eatery-restaurant-open-redirect,WordPress Eatery 2.2 - Open Redirect,,,,medium,6.1,https://cxsecurity.com/issue/WLB-2020030183
wp_theme,nativechurch,,nativechurch-wp-theme-lfd,WordPress NativeChurch Theme - Local File Inclusion,,,,high,,https://packetstormsecurity.com/files/132297/WordPress-NativeChurch-Theme-1.0-1.5-Arbitrary-File-Download.html
wp_plugin,simple-file-list,,simple-file-list-rce,WordPress Simple File List <=4.2.2 - Remote Code Execution,< 4.2.2,4.2.2,00004.00002.00002,critical,9.8,https://wpscan.com/vulnerability/10192
wp_plugin,members-list,,members-list-xss,WordPress Members List <4.3.7 - Cross-Site Scripting,< 4.3.7,4.3.7,00004.00003.00007,medium,5.4,https://wpscan.com/vulnerability/d13f26f0-5d91-49d7-b514-1577d4247648
wp_plugin,email-subscribers,,wp-email-subscribers-listing,WordPress Plugin Email Subscribers Listing,,,,low,,https://www.exploit-db.com/ghdb/6428
wp_plugin,church-admin,,church-admin-lfi,WordPress Church Admin 0.33.2.1 - Local File Inclusion,,,,high,7.5,https://wpscan.com/vulnerability/8997
wp_theme,upward,,wp-upward-theme-redirect,WordPress Upward Themes <1.5 - Open Redirect,< 1.5,1.5,00001.00005,medium,,https://cxsecurity.com/issue/WLB-2020030133
wp_plugin,finder,,wp-finder-xss,WordPress Finder - Cross-Site Scripting,,,,high,7.2,https://packetstormsecurity.com/files/115902/WordPress-Finder-Cross-Site-Scripting.html
wp_theme,haberadam,,wp-haberadam-idor,WordPress Themes Haberadam JSON API - IDOR and Path Disclosure,,,,low,,https://cxsecurity.com/issue/WLB-2021090078
wp_plugin,kadence-blocks,,wp-kadence-blocks-rce,WordPress Gutenberg Blocks Plugin <= 3.1.10 - Arbitrary File Upload,< 3.1.10,3.1.10,00003.00001.00010,critical,,https://wordpress.org/plugins/kadence-blocks/
wp_plugin,wordfence,,wordpress-wordfence-lfi,WordPress Wordfence 7.4.5 - Local File Inclusion,,,,high,7.5,https://www.exploit-db.com/exploits/48061
wp_plugin,wpify-woo,,wpify-woo-czech-xss,WordPress WPify Woo Czech <3.5.7 - Cross-Site Scripting,< 3.5.7,3.5.7,00003.00005.00007,high,7.2,https://wpscan.com/vulnerability/5c66c32b-22f2-4b59-a6b2-b8da944cdc3c
wp_plugin,sitepress-multilingual-cms,,wpml-multilingual-cms-xss,WordPress WPML Multilingual CMS < 4.6.1 - Cross-Site Scripting,< 4.6.1,4.6.1,00004.00006.00001,high,7.1,https://wpscan.com/vulnerability/b9cc519c-7ec2-42c3-9f42-01e928e12139/
wp_plugin,brandfolder,,brandfolder-lfi,Wordpress Brandfolder - Remote/Local File Inclusion,,,,high,7.5,https://www.exploit-db.com/exploits/39591
wp_plugin,photoblocks-grid-gallery,,photoblocks-grid-gallery-xss,Gallery Photoblocks < 1.1.41 - Cross-Site Scripting,< 1.1.41,1.1.41,00001.00001.00041,medium,,https://plugins.trac.wordpress.org/changeset/2117972
wp_plugin,wordpress-popup,,wordpress-popup-listing,WordPress Popup Plugin Directory Listing,,,,info,,
wp_plugin,booked,,booked-export-csv,Booked < 2.2.6 - Broken Authentication,< 2.2.6,2.2.6,00002.00002.00006,high,,https://codecanyon.net/item/booked-appointments-appointment-booking-for-wordpress/9466968
wp_plugin,wpmudev-updates,,wpmudev-pub-keys,Wpmudev Dashboard Pub Key,,,,medium,,https://www.exploit-db.com/ghdb/6443
wp_theme,ambience,,wp-ambience-xss,WordPress Ambience Theme <=1.0 - Cross-Site Scripting,< 1.0,1.0,00001.00000,medium,5.4,https://www.exploit-db.com/expl oits/38568
wp_plugin,phpfreechat,,wp-phpfreechat-xss,WordPress PHPFreeChat 0.2.8 - Cross-Site Scripting,,,,high,7.2,https://www.exploit-db.com/exploits/37485
wp_plugin,photo-gallery,,photo-gallery-xss,Photo Gallery < 1.7.1 - Cross-Site Scripting,< 1.7.1,1.7.1,00001.00007.00001,medium,,https://wpscan.com/vulnerability/e9f9bfb0-7cb8-4f92-b436-f08442a6c60a
wp_plugin,simple-fields,,wp-simple-fields-lfi,WordPress Simple Fields 0.2 - 0.3.5 LFI/RFI/RCE,,,,high,,https://packetstormsecurity.com/files/147102/WordPress-Simple-Fields-0.3.5-File-Inclusion-Remote-Code-Execution.html
wp_plugin,aspose-doc-exporter,,aspose-words-file-download,WordPress Aspose Words Exporter <2.0 - Local File Inclusion,< 2.0,2.0,00002.00000,high,7.5,https://wpscan.com/vulnerability/7869
wp_plugin,idx-broker-platinum,,wp-idx-broker-platinum-listing,WordPress Plugin Idx Broker Platinum Listing,,,,info,,https://www.exploit-db.com/ghdb/6416
wp_plugin,adiaha-hotel,,wp-adivaha-sqli,WordPress adivaha Travel Plugin 2.3 - SQL Injection,,,,high,,https://wordpress.org/plugins/adiaha-hotel/
wp_theme,realestate-7,,wp-real-estate-xss,WordPress Real Estate 7 Theme <= 3.3.4 - Cross-Site Scripting,< 3.3.4,3.3.4,00003.00003.00004,medium,6.1,https://www.exploitalert.com/view-details.html?id=39344
wp_plugin,brandfolder,,brandfolder-open-redirect,WordPress Brandfolder - Open Redirect (RFI & LFI),,,,medium,,https://www.exploit-db.com/exploits/39591
wp_plugin,qards,,wp-qards-listing,WordPress Plugin Qards,,,,info,,
wp_plugin,updraftplus,,updraftplus-pem-keys,UpdraftPlus Plugin Pem Key,,,,info,,https://www.exploit-db.com/ghdb/6437
wp_plugin,gtranslate,,wordpress-gtranslate-plugin-listing,WordPress gtranslate Plugin Directory Listing,,,,info,,https://www.exploit-db.com/ghdb/6160
wp_theme,reality,,wp-reality-estate-theme,Reality Estate Multipurpose WP-Theme < 2.5.3 - Cross-Site Scripting,< 2.5.3,2.5.3,00002.00005.00003,medium,6.1,https://wpscan.com/vulnerability/10064
wp_plugin,ad-widget,,ad-widget-lfi,WordPress Ad Widget 2.11.0 - Local File Inclusion,,,,high,7.5,https://cxsecurity.com/issue/WLB-2017100084
wp_plugin,ninja-forms,,ninja-forms-xss,Ninja Forms < 3.5.5 - Cross-Site Scripting,< 3.5.5,3.5.5,00003.00005.00005,medium,6.1,https://wpscan.com/vulnerability/ba6fa3d6-e3f7-449a-bd78-d57c26a67aa6/
wp_plugin,ultimate-member,,wordpress-plugins-ultimate-member,WordPress Plugin Ultimate Member,,,,info,,https://www.exploit-db.com/ghdb/6998
wp_plugin,wp-analytify,,analytify-plugin-xss,Analytify <4.2.1 - Cross-Site Scripting,< 4.2.1,4.2.1,00004.00002.00001,medium,5.4,https://wpscan.com/vulnerability/b8415ed5-6fd0-42fe-9201-73686c1871c5
wp_plugin,blog-designer-pack,,blog-designer-pack-rce,News & Blog Designer Pack < 3.4.2 - Remote Code Execution,< 3.4.2,3.4.2,00003.00004.00002,critical,,https://twitter.com/frycos/status/1717571552470819285
wp_plugin,dzs-zoomsounds,,dzs-zoomsounds-listing,WordPress Plugin dzs zoomsounds,,,,info,,
wp_plugin,securimage-wp,,wp-securimage-xss,WordPress Securimage-WP 3.2.4 - Cross-Site Scripting,,,,high,7.2,https://www.exploit-db.com/exploits/38510
wp_plugin,cherry-plugin,,cherry-lfi,WordPress Cherry < 1.2.7 - Unauthenticated Arbitrary File Upload and Download,< 1.2.7,1.2.7,00001.00002.00007,high,8.6,https://wpscan.com/vulnerability/90034817-dee7-40c9-80a2-1f1cd1d033ee
wp_theme,prostore,,wp-prostore-open-redirect,WordPress ProStore <1.1.3 - Open Redirect,< 1.1.3,1.1.3,00001.00001.00003,low,,https://wpscan.com/vulnerability/2e0f8b7f-96eb-443c-a553-550e42ec67dc
wp_plugin,vrview,,vrview-xss,VRview Plugin - Cross-Site Scripting,,,,high,,https://blog.mindedsecurity.com/2018/04/dom-based-cross-site-scripting-in.html
wp_plugin,boldgrid-backup,,wordpress-total-upkeep-backup-download,WordPress Total Upkeep Database and Files Backup Download,,,,high,,https://www.exploit-db.com/exploits/49252
wp_plugin,gtranslate,,wp-gtranslate-open-redirect,GTranslate < 2.8.11 - Open Redirect,< 2.8.11,2.8.11,00002.00008.00011,medium,6.1,https://wpscan.com/vulnerability/d4da110e-4351-49b8-b7a1-8be24895d2fa/
wp_theme,diarise,,diarise-theme-lfi,WordPress Diarise 1.5.9 - Arbitrary File Retrieval,,,,high,,https://packetstormsecurity.com/files/152773/WordPress-Diarise-1.5.9-Local-File-Disclosure.html
wp_plugin,wptouch,,wp-touch-redirect,WordPress WPtouch 3.7.5 - Open Redirect,,,,medium,,https://packetstormsecurity.com/files/170568/WordPress-WPtouch-3.7.5-Open-Redirection.html
wp_plugin,smart-manager-for-wp-e-commerce,,wp-smart-manager-sqli,Smart Manager for WooCommerce & WPeC <= 3.9.6 - SQL Injection,< 3.9.6,3.9.6,00003.00009.00006,critical,,https://wpscan.com/vulnerability/e060fbff-792f-4fb5-baa5-82d80240ec99
wp_plugin,avchat-3,,avchat-video-chat-xss,WordPress AVChat Video Chat 1.4.1 - Cross-Site Scripting,,,,medium,5.4,https://codevigilant.com/disclosure/wp-plugin-avchat-3-a3-cross-site-scripting-xss/
wp_plugin,woocommerce,,wordpress-woocommerce-listing,WordPress WooCommerce - Directory Search,,,,info,,https://www.exploit-db.com/ghdb/6192
wp_plugin,aspose-cloud-ebook-generator,,aspose-file-download,Wordpress Aspose Cloud eBook Generator - Local File Inclusion,,,,high,7.5,https://wpscan.com/vulnerability/7866
wp_theme,xhibiter,,xhibiter-nft-sqli,Xhibiter NFT Marketplace 1.10.2 - SQL Injection,,,,high,,https://www.exploit-db.com/exploits/52060
wp_plugin,capability-manager-enhanced,,wp-publishpress-capabilities-xss,PublishPress Capabilities < 2.3.3 - Cross-Site Scripting,< 2.3.3,2.3.3,00002.00003.00003,medium,6.1,https://wpscan.com/vulnerability/88a57716-6e8b-4e98-884d-5534074c601a/
wp_plugin,gravityforms,,wp-gravity-forms-log-disclosure,WordPress Gravity Forms - Log File Disclosure,,,,low,,
wp_plugin,jetpack,,wp-jetpack-fpd,JetPack - Full Path Disclosure,,,,low,,https://wordpress.org/plugins/jetpack/
wp_plugin,beaver-builder-lite-version,,wp-beaver-builder-lite-version-fpd,Beaver Builder Page Builder - Full Path Disclosure,,,,low,,https://wordpress.org/plugins/beaver-builder-lite-version/
wp_theme,twentysixteen,,wp-twentysixteen-fpd,WordPress Twenty Sixteen - Full Path Disclosure,,,,low,,https://wordpress.org/themes/twentysixteen/
wp_plugin,seo-by-rank-math,,wp-rank-math-seo-fpd,WordPress SEO Plugin Rank Math - Full Path Disclosure,,,,low,,https://wordpress.org/plugins/seo-by-rank-math/
wp_plugin,add-search-to-menu,,wp-add-search-to-menu-fpd,WordPress Ivory Search - Full Path Disclosure,,,,low,,https://wordpress.org/plugins/add-search-to-menu/
wp_plugin,sg-cachepress,,wp-sg-cachepress-fpd,WordPress Plugin SG Optimizer - Full Path Disclosure,,,,low,,https://wordpress.org/plugins/sg-cachepress/
wp_plugin,the-events-calendar,,wp-the-events-calendar-fpd,WordPress The Events Calendar - Full Path Disclosure,,,,low,,https://wordpress.org/plugins/the-events-calendar/
wp_theme,twentyseventeen,,wp-twenty-theme-fpd,WordPress Twenty Seventeen - Full Path Disclosure,,,,low,,https://wordpress.org/themes/twentyseventeen/
wp_plugin,wordpress-seo,,wp-yoast-seo-fpd,WordPress Yoast SEO - Full Path Disclosure,,,,low,,https://wordpress.org/plugins/wordpress-seo/
wp_plugin,wp-pagenavi,,wp-pagenavi-fpd,WordPress WP-PageNavi - Full Path Disclosure,,,,low,,https://wordpress.org/plugins/wp-pagenavi/
wp_plugin,table-of-contents-plus,,wp-toc-plus-fpd,WordPress Plugin Table of Contents Plus - Full Path Disclosure,,,,low,,https://wordpress.org/plugins/table-of-contents-plus/
wp_plugin,members,,wp-members-log-disclosure,WordPress Members Plugin - Debug/Error Log Disclosure,,,,low,,https://wordpress.org/plugins/members/
wp_plugin,all-in-one-seo-pack,,wp-all-in-one-seo-pack-fpd,WordPress All in One SEO Pack - Full Path Disclosure,,,,low,,https://wordpress.org/plugins/all-in-one-seo-pack/
wp_plugin,wp-migrate-db,,wp-migrate-db-fpd,WordPress WP Migrate DB - Full Path Disclosure,,,,low,,https://wordpress.org/plugins/wp-migrate-db/
wp_plugin,simple-301-redirects,,wp-simple-301-redirects-fpd,Simple 301 Redirects - Full Path Disclosure,,,,low,,https://wordpress.org/plugins/simple-301-redirects/
wp_plugin,google-analytics-for-wordpress,,wp-google-analytics-fpd,WordPress Google Analytics - Full Path Disclosure,,,,info,,https://wordpress.org/plugins/google-analytics-for-wordpress/
wp_plugin,meta-box,,wordpress-meta-box-fpd,WordPress Meta Box - Full Path Disclosure,,,,low,,https://wordpress.org/plugins/meta-box/
wp_plugin,hostinger,,wp-hostinger-fpd,WordPress Hostinger Tools - Full Path Disclosure,,,,low,,https://wordpress.org/plugins/hostinger/
wp_plugin,custom-post-type-ui,,wp-custom-post-type-ui-fpd,WordPress Custom Post Type UI - Full Path Disclosure,,,,low,5.3,https://wordpress.org/plugins/custom-post-type-ui/
wp_plugin,all-in-one-wp-security-and-firewall,,wp-all-in-one-wp-security-and-firewall-fpd,All In One WP Security & Firewall - Full Path Disclosure,,,,low,,https://wordpress.org/plugins/all-in-one-wp-security-and-firewall/
wp_plugin,breadcrumb-navxt,,wp-breadcrumb-navxt-fpd,WordPress Breadcrumb NavXT - Full Path Disclosure,,,,low,,https://wordpress.org/plugins/breadcrumb-navxt/
wp_plugin,wp-maintenance-mode,,wp-maintenance-mode-fpd,WordPress WP Maintenance Mode - Full Path Disclosure,,,,low,,https://wordpress.org/plugins/wp-maintenance-mode/
wp_theme,oceanwp,,wp-oceanwp-fpd,WordPress OceanWP - Full Path Disclosure,,,,low,,https://wordpress.org/themes/oceanwp/
wp_plugin,popup-maker,,wp-popup-maker-fpd,Popup Maker - Full Path Disclosure,,,,low,,https://wordpress.org/plugins/popup-maker/
wp_plugin,menu-image,,wordpress-menu-image-fpd,WordPress Menu Image - Full Path Disclosure,,,,low,,https://wordpress.org/plugins/menu-image/
wp_plugin,imsanity,,wordpress-imsanity-fpd,WordPress Plugin Imsanity - Full Path Disclosure,,,,low,,https://wordpress.org/plugins/imsanity/
